order_id,customer_name,email,product,category,amount,unit_price,order_date,country,status
ORD-00235,Valentina Rojas,valentina.rojas235@example.com,webcam,electronics,5,134.24,2025-09-14,Chile,failed
ORD-00236,Lukas Schneider,lukas.schneider236@example.com,webcam,electronics,1,128.67,2025-08-24,Germany,paid
ORD-00237,Amina Yusuf,amina.yusuf237@example.com,smartphone,electronics,4,991.51,2025-12-30,Nigeria,refunded
ORD-00238,Amir Hakim,amir.hakim238@example.com,monitor,electronics,4,387.80,2025-06-16,Malaysia,paid
ORD-00239,Isabella Santos,isabella.santos239@example.com,office_desk,furniture,3,504.41,2025-02-24,Philippines,paid
ORD-00240,Jakub Horváth,jakub.horvath240@example.com,smartphone,electronics,4,983.76,2025-07-22,Slovakia,pending
ORD-00241,Sipho Dlamini,sipho.dlamini241@example.com,mouse,accessories,3,36.56,2025-02-09,South Africa,paid
ORD-00242,Noam Levi,noam.levi242@example.com,mouse,accessories,3,34.17,2025-11-27,Israel,paid
ORD-00243,Mei Lin,mei.lin243@example.com,monitor,electronics,2,403.60,2025-03-30,China,paid
ORD-00244,Lukas Schneider,lukas.schneider244@example.com,keyboard,accessories,4,94.45,2025-10-16,Germany,cancelled
ORD-00245,Chinedu Okafor,chinedu.okafor245@example.com,office_desk,furniture,3,509.84,2025-02-04,Nigeria,cancelled
ORD-00246,Eleni Papadopoulos,eleni.papadopoulos246@example.com,external_ssd,storage,3,172.82,2025-10-30,Greece,paid
ORD-00247,Jón Einarsson,jon.einarsson247@example.com,tablet,electronics,1,766.04,2025-08-20,Iceland,paid
ORD-00248,Étienne Moreau,etienne.moreau248@example.com,usb_hub,accessories,3,41.95,2025-02-16,France,refunded
ORD-00249,Miguel Reyes,miguel.reyes249@example.com,smartphone,electronics,5,1051.22,2025-01-22,Philippines,cancelled
ORD-00250,Elena Popescu,elena.popescu250@example.com,usb_hub,accessories,5,44.82,2025-03-19,Romania,paid
ORD-00251,Nikos Georgiou,nikos.georgiou251@example.com,monitor,electronics,3,452.42,2025-02-13,Greece,paid
ORD-00252,Javier Martínez,javier.martinez252@example.com,mouse,accessories,4,37.75,2025-09-26,Spain,paid
ORD-00253,Ingrid Hansen,ingrid.hansen253@example.com,usb_hub,accessories,3,44.19,2025-06-23,Norway,paid
ORD-00254,Thandiwe Ndlovu,thandiwe.ndlovu254@example.com,monitor,electronics,3,392.75,2025-12-14,South Africa,refunded
ORD-00255,Nur Aisyah,nur.aisyah255@example.com,desk_chair,furniture,5,720.61,2025-06-20,Malaysia,paid
ORD-00256,Lucía Herrera,lucia.herrera256@example.com,graphics_tablet,electronics,3,300.59,2025-12-02,Mexico,refunded
ORD-00257,Valentina Rojas,valentina.rojas257@example.com,smartphone,electronics,1,950.14,2025-07-12,Chile,failed
ORD-00258,Valentina Rojas,valentina.rojas258@example.com,external_ssd,storage,5,154.27,2025-12-10,Chile,refunded
ORD-00259,Noam Levi,noam.levi259@example.com,usb_hub,accessories,1,44.01,2025-04-03,Israel,paid
ORD-00260,Sipho Dlamini,sipho.dlamini260@example.com,mechanical_keyboard,accessories,4,137.85,2025-03-12,South Africa,paid
ORD-00261,Lukas Schneider,lukas.schneider261@example.com,desk_chair,furniture,1,680.84,2025-10-04,Germany,paid
ORD-00262,Sipho Dlamini,sipho.dlamini262@example.com,graphics_tablet,electronics,5,291.70,2025-07-12,South Africa,paid
ORD-00263,Merve Yılmaz,merve.ylmaz263@example.com,keyboard,accessories,5,99.70,2025-03-26,Türkiye,cancelled
ORD-00264,Javier Martínez,javier.martinez264@example.com,webcam,electronics,3,133.67,2025-05-02,Spain,cancelled
ORD-00265,Nur Aisyah,nur.aisyah265@example.com,mechanical_keyboard,accessories,4,138.83,2025-05-03,Malaysia,pending
ORD-00266,Amelia Wilson,amelia.wilson266@example.com,graphics_tablet,electronics,2,303.44,2025-10-20,Australia,cancelled
ORD-00267,Miguel Reyes,miguel.reyes267@example.com,mechanical_keyboard,accessories,3,151.45,2025-09-15,Philippines,refunded
ORD-00268,Merve Yılmaz,merve.ylmaz268@example.com,office_desk,furniture,2,566.03,2025-03-12,Türkiye,pending
ORD-00269,Claire Dubois,claire.dubois269@example.com,external_ssd,storage,4,174.88,2025-10-11,France,paid
ORD-00270,Rafael Oliveira,rafael.oliveira270@example.com,desk_chair,furniture,1,708.63,2025-05-20,Brazil,cancelled
ORD-00271,Noam Levi,noam.levi271@example.com,keyboard,accessories,4,88.79,2025-04-24,Israel,cancelled
ORD-00272,Sigríður Jónsdóttir,sigriur.jonsdottir272@example.com,graphics_tablet,electronics,1,305.78,2025-07-22,Iceland,failed
ORD-00273,Mei Lin,mei.lin273@example.com,webcam,electronics,1,127.40,2025-01-15,China,failed
ORD-00274,Emma Johnson,emma.johnson274@example.com,office_desk,furniture,3,565.18,2025-03-12,United States,paid
ORD-00275,Nur Aisyah,nur.aisyah275@example.com,graphics_tablet,electronics,4,319.73,2025-03-13,Malaysia,cancelled
ORD-00276,Nikos Georgiou,nikos.georgiou276@example.com,smartphone,electronics,1,1043.64,2025-01-10,Greece,pending
ORD-00277,Oleksandr Bondarenko,oleksandr.bondarenko277@example.com,office_desk,furniture,2,544.22,2025-11-08,Ukraine,refunded
ORD-00278,Camila Silva,camila.silva278@example.com,mechanical_keyboard,accessories,3,138.91,2025-03-04,Brazil,paid
ORD-00279,Mei Lin,mei.lin279@example.com,webcam,electronics,5,129.11,2025-02-26,China,cancelled
ORD-00280,Sofia Rossi,sofia.rossi280@example.com,external_ssd,storage,5,166.98,2025-03-15,Italy,pending
ORD-00281,Zuzana Nováková,zuzana.novakova281@example.com,laptop,electronics,5,1464.68,2025-10-20,Slovakia,refunded
ORD-00282,Piotr Nowak,piotr.nowak282@example.com,external_ssd,storage,1,165.62,2025-07-04,Poland,paid
ORD-00283,Maya Cohen,maya.cohen283@example.com,mechanical_keyboard,accessories,5,146.26,2025-07-19,Israel,cancelled
ORD-00284,Javier Martínez,javier.martinez284@example.com,external_ssd,storage,4,177.70,2025-05-10,Spain,paid
ORD-00285,Jón Einarsson,jon.einarsson285@example.com,mechanical_keyboard,accessories,1,141.40,2025-12-03,Iceland,paid
ORD-00286,Thandiwe Ndlovu,thandiwe.ndlovu286@example.com,keyboard,accessories,1,92.75,2025-06-23,South Africa,paid
ORD-00287,Miguel Reyes,miguel.reyes287@example.com,docking_station,accessories,4,245.06,2025-03-11,Philippines,paid
ORD-00288,Isabella Santos,isabella.santos288@example.com,laptop,electronics,3,1428.38,2025-04-13,Philippines,paid
ORD-00289,Amina Yusuf,amina.yusuf289@example.com,graphics_tablet,electronics,3,310.76,2025-10-06,Nigeria,cancelled
ORD-00290,Min-jun Kim,min.jun.kim290@example.com,laptop,electronics,2,1448.67,2025-01-25,South Korea,failed
ORD-00291,Nguyễn Minh Anh,nguyen.minh.anh291@example.com,monitor,electronics,3,415.76,2025-07-24,Vietnam,cancelled
ORD-00292,Mikkel Sørensen,mikkel.srensen292@example.com,usb_hub,accessories,2,44.97,2025-09-12,Denmark,failed
ORD-00293,Nguyễn Minh Anh,nguyen.minh.anh293@example.com,mechanical_keyboard,accessories,1,150.27,2025-02-10,Vietnam,refunded
ORD-00294,Piotr Nowak,piotr.nowak294@example.com,tablet,electronics,3,767.40,2025-02-10,Poland,failed
ORD-00295,Amir Hakim,amir.hakim295@example.com,desk_chair,furniture,4,691.17,2025-08-07,Malaysia,paid
ORD-00296,Eleni Papadopoulos,eleni.papadopoulos296@example.com,usb_hub,accessories,4,41.70,2025-06-30,Greece,refunded
ORD-00297,Trần Quốc Bảo,tran.quoc.bao297@example.com,external_ssd,storage,1,153.78,2025-11-23,Vietnam,refunded
ORD-00298,Ingrid Hansen,ingrid.hansen298@example.com,tablet,electronics,2,847.23,2025-03-15,Norway,cancelled
ORD-00299,María García,maria.garcia299@example.com,keyboard,accessories,1,90.99,2025-11-27,Spain,failed
ORD-00300,Ingrid Hansen,ingrid.hansen300@example.com,webcam,electronics,5,120.27,2025-03-20,Norway,cancelled
ORD-00301,Erik Johansen,erik.johansen301@example.com,usb_hub,accessories,4,46.89,2025-10-21,Norway,paid
ORD-00302,Ingrid Hansen,ingrid.hansen302@example.com,webcam,electronics,3,133.11,2025-05-08,Norway,paid
ORD-00303,Luca Bianchi,luca.bianchi303@example.com,docking_station,accessories,2,239.96,2025-07-18,Italy,paid
ORD-00304,Seo-yeon Park,seo.yeon.park304@example.com,mechanical_keyboard,accessories,3,149.73,2025-04-20,South Korea,pending
ORD-00305,Mia Anderson,mia.anderson305@example.com,mouse,accessories,1,32.96,2025-02-07,Canada,cancelled
ORD-00306,Katarzyna Kowalska,katarzyna.kowalska306@example.com,graphics_tablet,electronics,4,334.66,2025-12-16,Poland,failed
ORD-00307,Sigríður Jónsdóttir,sigriur.jonsdottir307@example.com,docking_station,accessories,1,241.92,2025-05-29,Iceland,pending
ORD-00308,Merve Yılmaz,merve.ylmaz308@example.com,docking_station,accessories,2,251.28,2025-09-18,Türkiye,paid
ORD-00309,Rafael Oliveira,rafael.oliveira309@example.com,mouse,accessories,2,33.53,2025-09-10,Brazil,paid
ORD-00310,Ingrid Hansen,ingrid.hansen310@example.com,tablet,electronics,5,773.43,2025-10-10,Norway,paid
ORD-00311,Ethan Brown,ethan.brown311@example.com,monitor,electronics,3,413.16,2025-09-03,United Kingdom,refunded
ORD-00312,Ana Petrović,ana.petrovic312@example.com,office_desk,furniture,5,503.17,2025-06-12,Serbia,paid
ORD-00313,Nikos Georgiou,nikos.georgiou313@example.com,headphones,electronics,5,204.78,2025-10-10,Greece,paid
ORD-00314,Valentina Rojas,valentina.rojas314@example.com,webcam,electronics,5,138.54,2025-01-29,Chile,paid
ORD-00315,Diego Ramírez,diego.ramirez315@example.com,desk_chair,furniture,2,643.22,2025-12-30,Mexico,paid
ORD-00316,Sigríður Jónsdóttir,sigriur.jonsdottir316@example.com,tablet,electronics,3,833.73,2025-05-09,Iceland,paid
ORD-00317,Trần Quốc Bảo,tran.quoc.bao317@example.com,keyboard,accessories,3,96.74,2025-02-17,Vietnam,paid
ORD-00318,Diego Ramírez,diego.ramirez318@example.com,keyboard,accessories,5,98.35,2025-11-06,Mexico,failed
ORD-00319,Javier Martínez,javier.martinez319@example.com,office_desk,furniture,1,503.82,2025-11-25,Spain,pending
ORD-00320,Iryna Kovalenko,iryna.kovalenko320@example.com,mechanical_keyboard,accessories,5,143.06,2025-11-24,Ukraine,paid
ORD-00321,Liam Tremblay,liam.tremblay321@example.com,graphics_tablet,electronics,5,299.57,2025-06-04,Canada,cancelled
ORD-00322,Wei Zhang,wei.zhang322@example.com,mechanical_keyboard,accessories,4,140.30,2025-02-07,China,paid
ORD-00323,Merve Yılmaz,merve.ylmaz323@example.com,headphones,electronics,4,209.47,2025-04-15,Türkiye,failed
ORD-00324,Lucía Herrera,lucia.herrera324@example.com,usb_hub,accessories,3,46.69,2025-06-26,Mexico,refunded
ORD-00325,Valentina Rojas,valentina.rojas325@example.com,mechanical_keyboard,accessories,3,145.35,2025-02-24,Chile,failed
ORD-00326,Mei Lin,mei.lin326@example.com,headphones,electronics,1,202.19,2025-05-07,China,paid
ORD-00327,Emma Johnson,emma.johnson327@example.com,laptop,electronics,3,1606.89,2025-11-12,United States,refunded
ORD-00328,Wei Zhang,wei.zhang328@example.com,office_desk,furniture,2,567.08,2025-10-23,China,failed
ORD-00329,Elena Popescu,elena.popescu329@example.com,mechanical_keyboard,accessories,2,144.96,2025-09-21,Romania,cancelled
ORD-00330,Liam Tremblay,liam.tremblay330@example.com,graphics_tablet,electronics,3,309.87,2025-02-16,Canada,refunded
ORD-00331,Maya Cohen,maya.cohen331@example.com,headphones,electronics,2,200.43,2025-06-30,Israel,paid
ORD-00332,Claire Dubois,claire.dubois332@example.com,desk_chair,furniture,4,690.61,2025-12-01,France,cancelled
ORD-00333,Nur Aisyah,nur.aisyah333@example.com,tablet,electronics,1,833.88,2025-08-09,Malaysia,paid
ORD-00334,Seo-yeon Park,seo.yeon.park334@example.com,docking_station,accessories,3,250.13,2025-07-07,South Korea,paid
ORD-00335,Matti Korhonen,matti.korhonen335@example.com,laptop,electronics,5,1514.84,2025-07-05,Finland,pending
ORD-00336,Lukas Schneider,lukas.schneider336@example.com,webcam,electronics,5,128.97,2025-10-09,Germany,pending
ORD-00337,Rafael Oliveira,rafael.oliveira337@example.com,keyboard,accessories,1,93.39,2025-06-23,Brazil,failed
ORD-00338,Lucía Herrera,lucia.herrera338@example.com,mouse,accessories,5,35.05,2025-09-14,Mexico,paid
ORD-00339,Javier Martínez,javier.martinez339@example.com,laptop,electronics,2,1551.26,2025-08-31,Spain,cancelled
ORD-00340,Diego Ramírez,diego.ramirez340@example.com,smartphone,electronics,5,923.52,2025-11-10,Mexico,failed
ORD-00341,Merve Yılmaz,merve.ylmaz341@example.com,webcam,electronics,5,134.98,2025-06-03,Türkiye,failed
ORD-00342,Maya Cohen,maya.cohen342@example.com,office_desk,furniture,5,542.79,2025-12-29,Israel,pending
ORD-00343,Amelia Wilson,amelia.wilson343@example.com,office_desk,furniture,1,528.63,2025-12-11,Australia,paid
ORD-00344,Marko Jovanović,marko.jovanovic344@example.com,smartphone,electronics,3,1026.53,2025-12-19,Serbia,paid
ORD-00345,Amelia Wilson,amelia.wilson345@example.com,desk_chair,furniture,5,688.45,2025-01-27,Australia,cancelled
ORD-00346,Emre Kaya,emre.kaya346@example.com,tablet,electronics,5,824.71,2025-07-14,Türkiye,paid
ORD-00347,Wei Zhang,wei.zhang347@example.com,laptop,electronics,5,1607.57,2025-02-26,China,paid
ORD-00348,Sofia Rossi,sofia.rossi348@example.com,headphones,electronics,3,207.27,2025-07-31,Italy,paid
ORD-00349,Ana Petrović,ana.petrovic349@example.com,tablet,electronics,5,843.15,2025-02-01,Serbia,paid
ORD-00350,Iryna Kovalenko,iryna.kovalenko350@example.com,tablet,electronics,3,852.96,2025-09-02,Ukraine,refunded
ORD-00351,Amina Yusuf,amina.yusuf351@example.com,keyboard,accessories,4,101.26,2025-06-25,Nigeria,failed
ORD-00352,Seo-yeon Park,seo.yeon.park352@example.com,smartphone,electronics,4,931.75,2025-05-07,South Korea,pending
ORD-00353,Fatima Zahra,fatima.zahra353@example.com,mouse,accessories,3,36.52,2025-12-27,Morocco,paid
ORD-00354,Mia Anderson,mia.anderson354@example.com,usb_hub,accessories,4,43.91,2025-05-21,Canada,pending
ORD-00355,Rafael Oliveira,rafael.oliveira355@example.com,smartphone,electronics,5,961.14,2025-07-22,Brazil,failed
ORD-00356,Lucía Herrera,lucia.herrera356@example.com,desk_chair,furniture,1,656.89,2025-02-10,Mexico,failed
ORD-00357,Eleni Papadopoulos,eleni.papadopoulos357@example.com,external_ssd,storage,3,171.53,2025-04-20,Greece,paid
ORD-00358,Nguyễn Minh Anh,nguyen.minh.anh358@example.com,graphics_tablet,electronics,5,319.73,2025-03-12,Vietnam,paid
ORD-00359,Mei Lin,mei.lin359@example.com,mouse,accessories,1,35.95,2025-09-29,China,paid
ORD-00360,Arjun Mehta,arjun.mehta360@example.com,laptop,electronics,1,1479.19,2025-08-30,India,paid
ORD-00361,Matías Fernández,matias.fernandez361@example.com,laptop,electronics,5,1614.70,2025-03-22,Chile,refunded
ORD-00362,Amelia Wilson,amelia.wilson362@example.com,headphones,electronics,2,218.60,2025-05-28,Australia,failed
ORD-00363,Nur Aisyah,nur.aisyah363@example.com,external_ssd,storage,1,175.77,2025-02-15,Malaysia,paid
ORD-00364,María García,maria.garcia364@example.com,graphics_tablet,electronics,2,305.93,2025-04-01,Spain,paid
ORD-00365,Helena Virtanen,helena.virtanen365@example.com,mechanical_keyboard,accessories,4,137.72,2025-05-29,Finland,paid
ORD-00366,Kenji Sato,kenji.sato366@example.com,desk_chair,furniture,5,691.18,2025-06-21,Japan,pending
ORD-00367,Isabella Santos,isabella.santos367@example.com,external_ssd,storage,5,165.64,2025-03-10,Philippines,cancelled
ORD-00368,Nguyễn Minh Anh,nguyen.minh.anh368@example.com,mouse,accessories,1,34.05,2025-08-23,Vietnam,pending
ORD-00369,Piotr Nowak,piotr.nowak369@example.com,laptop,electronics,3,1569.78,2025-10-18,Poland,paid
ORD-00370,Katarzyna Kowalska,katarzyna.kowalska370@example.com,smartphone,electronics,4,1031.27,2025-09-21,Poland,failed
ORD-00371,Ethan Brown,ethan.brown371@example.com,webcam,electronics,1,123.44,2025-03-13,United Kingdom,cancelled
ORD-00372,Chinedu Okafor,chinedu.okafor372@example.com,graphics_tablet,electronics,2,285.54,2025-07-16,Nigeria,paid
ORD-00373,Nikos Georgiou,nikos.georgiou373@example.com,mechanical_keyboard,accessories,3,155.53,2025-06-04,Greece,paid
ORD-00374,Seo-yeon Park,seo.yeon.park374@example.com,external_ssd,storage,3,170.09,2025-02-01,South Korea,paid
ORD-00375,Miguel Reyes,miguel.reyes375@example.com,desk_chair,furniture,2,669.71,2025-09-15,Philippines,pending
ORD-00376,Rafael Oliveira,rafael.oliveira376@example.com,external_ssd,storage,3,161.50,2025-04-24,Brazil,paid
ORD-00377,Matías Fernández,matias.fernandez377@example.com,headphones,electronics,2,208.49,2025-11-07,Chile,failed
ORD-00378,Marko Jovanović,marko.jovanovic378@example.com,docking_station,accessories,5,255.85,2025-10-03,Serbia,paid
ORD-00379,Wei Zhang,wei.zhang379@example.com,external_ssd,storage,5,174.85,2025-02-11,China,cancelled
ORD-00380,Ingrid Hansen,ingrid.hansen380@example.com,monitor,electronics,5,393.94,2025-10-08,Norway,paid
ORD-00381,Diego Ramírez,diego.ramirez381@example.com,keyboard,accessories,3,100.39,2025-08-15,Mexico,paid
ORD-00382,Iryna Kovalenko,iryna.kovalenko382@example.com,docking_station,accessories,5,239.57,2025-09-19,Ukraine,cancelled
ORD-00383,Étienne Moreau,etienne.moreau383@example.com,headphones,electronics,2,210.45,2025-08-22,France,paid
ORD-00384,Miguel Reyes,miguel.reyes384@example.com,external_ssd,storage,3,170.89,2025-07-22,Philippines,pending
ORD-00385,Aiko Tanaka,aiko.tanaka385@example.com,docking_station,accessories,2,243.01,2025-01-24,Japan,refunded
ORD-00386,Sigríður Jónsdóttir,sigriur.jonsdottir386@example.com,docking_station,accessories,1,241.58,2025-01-31,Iceland,paid
ORD-00387,Amelia Wilson,amelia.wilson387@example.com,laptop,electronics,3,1478.13,2025-03-11,Australia,refunded
ORD-00388,Erik Johansen,erik.johansen388@example.com,graphics_tablet,electronics,4,307.45,2025-07-13,Norway,refunded
ORD-00389,Olivia Smith,olivia.smith389@example.com,external_ssd,storage,5,155.31,2025-06-28,United Kingdom,paid
ORD-00390,Katarzyna Kowalska,katarzyna.kowalska390@example.com,tablet,electronics,4,793.65,2025-04-25,Poland,paid
ORD-00391,Sofia Rossi,sofia.rossi391@example.com,desk_chair,furniture,4,698.88,2025-10-06,Italy,refunded
ORD-00392,Freja Nielsen,freja.nielsen392@example.com,office_desk,furniture,2,518.19,2025-06-27,Denmark,paid
ORD-00393,Trần Quốc Bảo,tran.quoc.bao393@example.com,mouse,accessories,1,32.38,2025-12-05,Vietnam,refunded
ORD-00394,Sofia Rossi,sofia.rossi394@example.com,mouse,accessories,2,32.58,2025-11-01,Italy,paid
ORD-00395,Nikos Georgiou,nikos.georgiou395@example.com,smartphone,electronics,1,939.97,2025-01-23,Greece,refunded
ORD-00396,Eleni Papadopoulos,eleni.papadopoulos396@example.com,mouse,accessories,5,33.42,2025-01-29,Greece,paid
ORD-00397,Maya Cohen,maya.cohen397@example.com,desk_chair,furniture,2,714.36,2025-10-22,Israel,failed
ORD-00398,Chinedu Okafor,chinedu.okafor398@example.com,mouse,accessories,3,37.11,2025-12-05,Nigeria,paid
ORD-00399,Ana Petrović,ana.petrovic399@example.com,desk_chair,furniture,3,632.23,2025-10-30,Serbia,paid
ORD-00400,Zuzana Nováková,zuzana.novakova400@example.com,tablet,electronics,4,732.73,2025-06-26,Slovakia,refunded
ORD-00401,Amina Yusuf,amina.yusuf401@example.com,docking_station,accessories,4,236.48,2025-06-03,Nigeria,refunded
ORD-00402,Piotr Nowak,piotr.nowak402@example.com,mechanical_keyboard,accessories,5,144.39,2025-04-26,Poland,pending
ORD-00403,Lucía Herrera,lucia.herrera403@example.com,mechanical_keyboard,accessories,4,154.62,2025-10-15,Mexico,refunded
ORD-00404,Marko Jovanović,marko.jovanovic404@example.com,tablet,electronics,5,743.75,2025-05-05,Serbia,pending
ORD-00405,Iryna Kovalenko,iryna.kovalenko405@example.com,usb_hub,accessories,1,48.04,2025-07-09,Ukraine,paid
ORD-00406,Elena Popescu,elena.popescu406@example.com,laptop,electronics,3,1470.52,2025-11-06,Romania,paid
ORD-00407,Lukas Schneider,lukas.schneider407@example.com,mouse,accessories,5,36.26,2025-10-14,Germany,paid
ORD-00408,Jack Thompson,jack.thompson408@example.com,mouse,accessories,3,33.90,2025-01-08,Australia,paid
ORD-00409,Elena Popescu,elena.popescu409@example.com,docking_station,accessories,1,249.48,2025-09-03,Romania,paid
ORD-00410,Iryna Kovalenko,iryna.kovalenko410@example.com,webcam,electronics,2,131.08,2025-05-25,Ukraine,refunded
ORD-00411,Miguel Reyes,miguel.reyes411@example.com,tablet,electronics,3,765.78,2025-07-04,Philippines,cancelled
ORD-00412,Miguel Reyes,miguel.reyes412@example.com,monitor,electronics,4,437.58,2025-06-13,Philippines,paid
ORD-00413,Erik Johansen,erik.johansen413@example.com,usb_hub,accessories,4,41.73,2025-04-24,Norway,paid
ORD-00414,Sofia Rossi,sofia.rossi414@example.com,desk_chair,furniture,5,727.30,2025-10-24,Italy,refunded
ORD-00415,Amir Hakim,amir.hakim415@example.com,keyboard,accessories,2,92.41,2025-07-14,Malaysia,paid
ORD-00416,Liam Tremblay,liam.tremblay416@example.com,tablet,electronics,3,759.33,2025-09-08,Canada,cancelled
ORD-00417,Isabella Santos,isabella.santos417@example.com,keyboard,accessories,3,89.97,2025-10-07,Philippines,cancelled
ORD-00418,Piotr Nowak,piotr.nowak418@example.com,graphics_tablet,electronics,5,334.32,2025-01-31,Poland,paid
ORD-00419,Lukas Schneider,lukas.schneider419@example.com,office_desk,furniture,1,562.84,2025-07-31,Germany,paid
ORD-00420,Arjun Mehta,arjun.mehta420@example.com,monitor,electronics,2,387.01,2025-09-16,India,cancelled
ORD-00421,Erik Johansen,erik.johansen421@example.com,laptop,electronics,5,1533.05,2025-11-12,Norway,cancelled
ORD-00422,Mia Anderson,mia.anderson422@example.com,laptop,electronics,1,1507.73,2025-07-30,Canada,paid
ORD-00423,Sofia Rossi,sofia.rossi423@example.com,tablet,electronics,3,794.52,2025-05-27,Italy,paid
ORD-00424,Maya Cohen,maya.cohen424@example.com,office_desk,furniture,4,566.45,2025-04-02,Israel,paid
ORD-00425,Emma Johnson,emma.johnson425@example.com,tablet,electronics,2,757.26,2025-11-14,United States,pending
ORD-00426,Jón Einarsson,jon.einarsson426@example.com,desk_chair,furniture,4,634.20,2025-07-27,Iceland,cancelled
ORD-00427,Wei Zhang,wei.zhang427@example.com,docking_station,accessories,2,232.32,2025-02-11,China,paid
ORD-00428,Ethan Brown,ethan.brown428@example.com,webcam,electronics,4,127.45,2025-09-01,United Kingdom,paid
ORD-00429,Kenji Sato,kenji.sato429@example.com,docking_station,accessories,2,223.98,2025-08-11,Japan,failed
ORD-00430,Emma Johnson,emma.johnson430@example.com,graphics_tablet,electronics,5,330.79,2025-04-28,United States,paid
ORD-00431,Amelia Wilson,amelia.wilson431@example.com,desk_chair,furniture,1,726.15,2025-12-17,Australia,pending
ORD-00432,María García,maria.garcia432@example.com,keyboard,accessories,3,87.64,2025-04-17,Spain,paid
ORD-00433,Helena Virtanen,helena.virtanen433@example.com,graphics_tablet,electronics,1,300.04,2025-10-16,Finland,paid
ORD-00434,Mikkel Sørensen,mikkel.srensen434@example.com,external_ssd,storage,5,160.56,2025-03-13,Denmark,paid
ORD-00435,Maya Cohen,maya.cohen435@example.com,docking_station,accessories,3,222.86,2025-08-12,Israel,paid
ORD-00436,Lukas Schneider,lukas.schneider436@example.com,usb_hub,accessories,5,46.94,2025-11-01,Germany,refunded
ORD-00437,Chinedu Okafor,chinedu.okafor437@example.com,laptop,electronics,3,1568.05,2025-08-19,Nigeria,cancelled
ORD-00438,Arjun Mehta,arjun.mehta438@example.com,usb_hub,accessories,5,48.18,2025-08-10,India,paid
ORD-00439,Freja Nielsen,freja.nielsen439@example.com,monitor,electronics,5,406.25,2025-05-07,Denmark,paid
ORD-00440,Olivia Smith,olivia.smith440@example.com,desk_chair,furniture,2,666.94,2025-11-21,United Kingdom,paid
ORD-00441,Mikkel Sørensen,mikkel.srensen441@example.com,usb_hub,accessories,3,42.17,2025-01-03,Denmark,pending
ORD-00442,Eleni Papadopoulos,eleni.papadopoulos442@example.com,usb_hub,accessories,3,42.14,2025-02-14,Greece,paid
ORD-00443,Jakub Horváth,jakub.horvath443@example.com,headphones,electronics,5,211.84,2025-07-28,Slovakia,paid
ORD-00444,Luca Bianchi,luca.bianchi444@example.com,monitor,electronics,3,423.64,2025-11-02,Italy,failed
ORD-00445,Mikkel Sørensen,mikkel.srensen445@example.com,laptop,electronics,3,1479.31,2025-02-13,Denmark,paid
ORD-00446,Emre Kaya,emre.kaya446@example.com,external_ssd,storage,4,156.27,2025-05-18,Türkiye,pending
ORD-00447,Nguyễn Minh Anh,nguyen.minh.anh447@example.com,headphones,electronics,2,195.33,2025-08-11,Vietnam,pending
ORD-00448,Marko Jovanović,marko.jovanovic448@example.com,desk_chair,furniture,4,710.75,2025-07-04,Serbia,pending
ORD-00449,Wei Zhang,wei.zhang449@example.com,docking_station,accessories,4,243.60,2025-04-11,China,cancelled
ORD-00450,Noah Williams,noah.williams450@example.com,keyboard,accessories,3,87.50,2025-07-22,United States,failed
ORD-00451,Freja Nielsen,freja.nielsen451@example.com,mechanical_keyboard,accessories,3,143.61,2025-08-09,Denmark,paid
ORD-00452,Fatima Zahra,fatima.zahra452@example.com,usb_hub,accessories,5,48.22,2025-04-13,Morocco,cancelled
ORD-00453,Amina Yusuf,amina.yusuf453@example.com,keyboard,accessories,4,102.12,2025-05-30,Nigeria,cancelled
ORD-00454,Wei Zhang,wei.zhang454@example.com,usb_hub,accessories,4,43.42,2025-07-21,China,failed
ORD-00455,Camila Silva,camila.silva455@example.com,graphics_tablet,electronics,5,295.11,2025-10-07,Brazil,paid
ORD-00456,Luca Bianchi,luca.bianchi456@example.com,docking_station,accessories,4,257.01,2025-04-18,Italy,cancelled
ORD-00457,Amir Hakim,amir.hakim457@example.com,office_desk,furniture,1,567.56,2025-07-29,Malaysia,cancelled
ORD-00458,Matías Fernández,matias.fernandez458@example.com,external_ssd,storage,3,158.19,2025-12-04,Chile,paid
ORD-00459,Zuzana Nováková,zuzana.novakova459@example.com,mechanical_keyboard,accessories,4,135.12,2025-11-03,Slovakia,cancelled
ORD-00460,Matti Korhonen,matti.korhonen460@example.com,tablet,electronics,5,843.53,2025-12-21,Finland,refunded
ORD-00461,María García,maria.garcia461@example.com,mechanical_keyboard,accessories,3,149.68,2025-10-02,Spain,paid
ORD-00462,Noah Williams,noah.williams462@example.com,mechanical_keyboard,accessories,2,148.66,2025-07-01,United States,paid
ORD-00463,Javier Martínez,javier.martinez463@example.com,smartphone,electronics,4,1053.20,2025-06-19,Spain,refunded
ORD-00464,Noah Williams,noah.williams464@example.com,laptop,electronics,1,1442.10,2025-09-19,United States,paid
ORD-00465,Nikos Georgiou,nikos.georgiou465@example.com,usb_hub,accessories,4,44.73,2025-12-14,Greece,paid
ORD-00466,Sigríður Jónsdóttir,sigriur.jonsdottir466@example.com,laptop,electronics,4,1405.09,2025-08-01,Iceland,paid
ORD-00467,Camila Silva,camila.silva467@example.com,office_desk,furniture,2,526.90,2025-06-25,Brazil,cancelled
